MACH,CYP,CYR,CNQ,CNAD,CLLP,CMQ,CMAD,CLNR,CLLR,CLNP,CNDEL,CNDER,CMDEL,CMDER,CLLDEL,CLLDER,CHDE,CYDR,CLNDR,CLLDR,CHDR
3.9,0.841006807544549,1.3801396224000002,0.664413905408,0.150441586944,-0.39610381164171105,-0.4000725414623493,-0.15001815925865652,-3.5507600128,0.014659814400000004,1.094836394616838,0.03175923643542227,0.03175923643542227,-0.020658662362502134,-0.020658662362502134,0.018421916013233695,-0.018421916013233695,-8.10514613492836e-05,0.06306892284257075,-0.07533946047550173,0.03493109219253233,-0.0013973186188680497
3.95,0.8334649477645748,1.3669749632000003,0.658186684672,0.146430530048,-0.3942163365198099,-0.3931601651373105,-0.14371289646990223,-3.4725772928000005,0.014659814400000004,1.092823711060124,0.031372029886067715,0.031372029886067715,-0.02040784648783648,-0.02040784648783648,0.018202464015319414,-0.018202464015319414,-8.182336222433238e-05,0.0622970030259887,-0.07443380177431204,0.034515375758649755,-0.0013877276922567591
4.0,0.8258481678111854,1.3540015104,0.652043318784,0.14249201425066668,-0.39232283401241,-0.3865219111343543,-0.13771501018656507,-3.3979171072000005,0.014659814400000004,1.0909409650459767,0.030994258955368212,0.030994258955368212,-0.020163108532932798,-0.020163108532932798,0.01798817959528348,-0.01798817959528348,-8.252314715633281e-05,0.06154253650098227,-0.07354776209053486,0.034108393390223146,-0.00137803802902832
4.05,0.8181545328393514,1.3412153216000002,0.645983807744,0.13862537403733335,-0.39042355788249034,-0.380142500504381,-0.13200517703184253,-3.3265606528000005,0.014659814400000004,1.0891947407202025,0.03062558103780801,0.03062558103780801,-0.019924229479320467,-0.019924229479320467,0.01777888454426538,-0.01777888454426538,-8.315591429954074e-05,0.060805055181342486,-0.07268088805637243,0.03370997035251573,-0.0013682769675076145
4.1,0.8103821080040426,1.3286154112000004,0.6400054894933334,0.134828612864,-0.3885177762930292,-0.3740057555365791,-0.12656407362893207,-3.2583098240000004,0.014659814400000004,1.0875906366286057,0.030265669870140323,0.030265669870140323,-0.019691000645307332,-0.019691000645307332,0.017574408497300253,-0.017574408497300253,-8.372636096885896e-05,0.060084093529716685,-0.07183271842147164,0.03331992418574052,-0.0013584682608329761
4.15,0.8025319152602294,1.3161988224,0.6341090295466667,0.13110173073066667,-0.3866077142070054,-0.36809819480527245,-0.12137552226702222,-3.1929763712000003,0.014659814400000004,1.0861352369169912,0.029914214582161272,0.029914214582161272,-0.01946322309485354,-0.01946322309485354,0.017374588535164073,-0.017374588535164073,-8.423881980412511e-05,0.059379191038837535,-0.07100278834848299,0.03293806723486655,-0.0013486325569781966
4.2,0.7945990629628823,1.3039616128000002,0.6282917658453334,0.12744206557866666,-0.38469263978739765,-0.3624063368847848,-0.11642289585444573,-3.1303897856000003,0.014659814400000004,1.0848341401311636,0.029570918810837673,0.029570918810837673,-0.019240707084939836,-0.019240707084939836,0.017179268806674145,-0.017179268806674145,-8.469729121443544e-05,0.058689894150049556,-0.07019063284917514,0.032564208700437844,-0.0013387878081367996
4.25,0.7865835874669714,1.2919027968,0.6225536983893334,0.12384961740800002,-0.38277477799718457,-0.35691804849200764,-0.11169271296552635,-3.0703884288000007,0.014659814400000004,1.0836939304169277,0.029235499873205978,0.029235499873205978,-0.019023271548766138,-0.019023271548766138,0.016988300170748722,-0.016988300170748722,-8.510547253331678e-05,0.05801575771827933,-0.0693957895213012,0.03219815629810239,-0.001328949620990763
4.3,0.7784845395274668,1.2800184320000003,0.6168928306346667,0.12032305518933335,-0.3808524113993449,-0.35162254448640007,-0.10717104279373207,-3.0128234752000007,0.014659814400000004,1.0827211919200879,0.028907687993788688,0.028907687993788688,-0.018810743612288894,-0.018810743612288894,0.016801539857457973,-0.016801539857457973,-8.54667842600832e-05,0.057356346111164094,-0.06861780071552095,0.03183971759776158,-0.001319131557313364
4.35,0.7702980130993391,1.2683055616000003,0.6113091625813334,0.11686104789333333,-0.37892677935685715,-0.346509039727421,-0.1028457520559543,-2.9575598976000004,0.014659814400000004,1.081919551986449,0.028587225582585276,0.028587225582585276,-0.01860295814177272,-0.01860295814177272,0.016618851147254938,-0.016618851147254938,-8.578439371510287e-05,0.056711234013048166,-0.06785621523711469,0.031488701099888036,-0.0013093453926910738
4.4,0.7620240445375582,1.2567632,0.6058006976853334,0.11346226449066667,-0.3769991212327002,-0.3415676478362413,-0.09870515684994033,-2.9044656256000003,0.014659814400000004,1.0812965803618162,0.02827386655998602,0.02827386655998602,-0.018399757320191036,-0.018399757320191036,0.01644010306755266,-0.01644010306755266,-8.606123639571491e-05,0.056080006991011,-0.06711058966759686,0.031144917095875774,-0.001299601339805288
4.45,0.7536597133970945,1.2453854336000003,0.6003661049173333,0.11012670498133334,-0.3750677195898526,-0.33678938119574353,-0.0947389214160051,-2.8534233728,0.014659814400000004,1.080858861191994,0.027967375725230555,0.027967375725230555,-0.018200990250462176,-0.018200990250462176,0.016265170100821364,-0.016265170100821364,-8.630003528420217e-05,0.055462261869252114,-0.06638048937559164,0.03080817835070507,-0.0012899082416243319
